Name;Address;contact;ps
POSTA BAZAR NAGARIK SAMITY ;56/1/1, STRAND BANK ROAD, Kolkata 700006;9836995428; NORTH PORT PS 
Avenue South Pally Mangal Samiti;4, Avenue South Santoshpur, Kolkata – 75;9432526553; Survey Park P.S.
Deeshari Abashik Brinda Puja Committee,;46A, Kalikapur, Kolkata – 99;9432526553; Survey Park P.S.
Eastern Park Netaji Sangstha Durgotsav Committee;at 45 Hospital Link Rd, Eastern Park, Kolkata – 75,;9432526553; Survey Park P.S.
Garfa Kalikapur Sarbojanin Durgotsav Samity Organized by Joy Jatri Club,;Garfa Patwaripara,;9432526553; Survey Park P.S.
Garfa Sarbojanin Durgotsav, Org. by Nagarik Brinda;102/1 Garfa Main Rd, Kolkata – 75;9432526553; Survey Park P.S.
Garfa Sitala Mandir Sarbojanin Durgotsav,;13A/1, Garfa Sitala Mandir Road, Kolkata – 75,;9432526553; Survey Park P.S.
Green Avenue Friends Recreation Club (Sarbojanin Durgotsav Committee);25A, Green Avenue, Kolkata – 75;9432526553; Survey Park P.S.
Hind Road Sarbojanin Durgotsav Committee.;Hind Road, New Santoshpur, Kolkata – 75;9432526553; Survey Park P.S.
Jadavpur Sammilani;42, Naskar Para Road, Jadavpur, Kolkata – 75;9432526553; Survey Park P.S.
Kalikapur Sarbojanin Durgotsav, Organized by Adibashi Brinda,;D/30/1, Purba Rajapur,;9432526553; Survey Park P.S.
Kalikapur Uttarpara Sarbojanin Durgotsav committee,;18/3, Kalikapur, Kolkata – 99,;9432526553; Survey Park P.S.
Madhya Garfa Sarbojanin Durgotsav Puja Committee                   ( Jadavpur);73, Garfa Main Rd, Kolkata – 75;9432526553; Survey Park P.S.
Mahila Mzlish;Nandan Kanan Santoshpur, Kolkata  75;9432526553; Survey Park P.S.
Middle Road Sarbojanin Durgotsav;at 22B, Middle Road, Kol–75;9432526553; Survey Park P.S.
Modern Park Sarbojanin Durgotsav Committee, Modern Park;Santoshpur, Kolkata – 75,;9432526553; Survey Park P.S.
New Santoshpur Adi Durgotsav;34A, New Santoshpur Main Road, Kolkata – 75;9432526553; Survey Park P.S.
Proyashi Mahila Sangstha;21/F Santoshpur East Rd, Kolkata – 75,;9432526553; Survey Park P.S.
Purba Diganta Sarbojanin Saradatsav;at Purba Diganta, Kolkata – 75;9432526553; Survey Park P.S.
Purba Garfa Sarbojanin Durga Puja Committee,;31 No. Vivekananda Sarani, Kolkata – 75,;9432526553; Survey Park P.S.
Purba Jadavpur Sarbojanin Durgotsav organized by Friends Club,;Kolkata – 75,;9432526553; Survey Park P.S.
Purba Modern Park Sarbojanin Durgotsav Committee Natunpath organized by Saptarsi;49/5 Second Street Modern Park, Kolkata – 75,;9432526553; Survey Park P.S.
Purba Modern Park Sarbojanin Durgotsav committee,;Natunpath, Modern Park, Kolkata – 75;9432526553; Survey Park P.S.
Purba New Santoshpur Sarbojanin Durgotsav Committee;11/2 Ajanta Road, Kolkata – 75,;9432526553; Survey Park P.S.
Purba Rajapur “D” Block Adhibashi Brinda;;9432526553; Survey Park P.S.
Purba Rajapur Adhibashi Brinda (Bastutala);at A/1, East Rajapur, Kolkata – 75,;9432526553; Survey Park P.S.
Purba Santoshpur Sarbojanin Durgotsav, Organised by Purba Santoshpur Mohila Binda,;20, Lake East 6th road, Kolkata – 75,;9432526553; Survey Park P.S.
Purba Santoshpur Sarbojanin Durgotsav, Rani Rash Moni Bagan;Santoshpur, Kolkata – 75;9432526553; Survey Park P.S.
Rajapur Harisabha Yubak Brinda, Organised by Rajapur Harisabha Yubak Brinda, Kolkata – 75,;Organised by Rajapur Harisabha Yubak Brinda, Kolkata – 75,;9432526553; Survey Park P.S.
Rajapur Santoshpur Sarbojanin Durgotsav Puja Committee,;1, Kabi Sukanta Road, Kolkata – 75,;9432526553; Survey Park P.S.
Sagnik Durgotsav Committee;10, Avenue 1st Road, Santoshpur, Kolkata – 75,;9432526553; Survey Park P.S.
Santoshpur Adi Sarbojanin Durgotsav Puja Committee;19/4, K.K. Majumdar Road, Kolkata –75;9432526553; Survey Park P.S.
Santoshpur Balak Brinda Sarbojanin Durgotsav,;17/A, Kalibari Road, Kolkata – 75,;9432526553; Survey Park P.S.
Santoshpur Lake Pally;4A,Lake West Road, Santoshpur, Kolkata – 75;9432526553; Survey Park P.S.
Santoshpur Sarbojanin Durgotsav, Org. by Santoshpur Agrani & Bidhan Colony;25, Santoshpur Avenue, Kolkata – 75,;9432526553; Survey Park P.S.
Santoshpur Subodh Park Sarbojanin Durgotsav,;90/1 K.K.M. Road, Kolkata – 75;9432526553; Survey Park P.S.
Santoshpur Trikon Park Sarbojanin Durgotsav,;31, Santoshpur Avenue, Kolkata – 75,;9432526553; Survey Park P.S.
Sarbojanin Durgotsav Sthyaniya Adhibasi Brinda;66, Ajanta Road, Kolkata – 75;9432526553; Survey Park P.S.
Sarbojanin Durgotsav, Sammilani Park,;Kolkata – 75;9432526553; Survey Park P.S.
Sonar Toree;13, Avenue North, Santoshpur, Kolkata – 75,;9432526553; Survey Park P.S.
Survey Park Durgotsav Committee,;Neelpukur, Survey Park, Kolkata – 75,;9432526553; Survey Park P.S.
Survey Park Durgotsav Committee, Matri Mandir;Santoshpur, Kolkata – 75;9432526553; Survey Park P.S.
Tarun Sangstha Sarbojanin Durgotsav.;1, Rash Mohan Bhadra Rd, Kolkata – 75;9432526553; Survey Park P.S.
Vivekananda Sarani Sarbojanin Durgotsav Committee;67, Vivekananda Sarani, Kolkata – 78;9432526553; Survey Park P.S.
PITAMBAR GHATAK LANE, SARBOJANIN DURGOTSAV COMMITTEE. ;2/1,Pitambar Ghatak Lane. Kolkata 27.;;Alipore PS.
CHETLA HAT SARBOJANIN DURGOTSABCOMMITTEE ;20, Chetla Hat Road. Kolkata 27.;;Alipore PS.
CHETLA YOUNG ATHLETIC CLUB. ;5/1, Paramhansha Dev Rd. Kolkata 27.;;Alipore PS.
PARAMHANSHA DEV  ROAD SARBOJANIN DURGOTSAV COMMITTEE.;5, Paramhansha Dev Road. Kolkata 27;;Alipore PS.
ALIPORE SARBOJANIN DURGOTSAV COMMITTEE. ;50, Alipore Road., Kolkata 27.;;Alipore PS.
86, PALLY CLUB & LIBRARY ;2, Chetla Hat Road. Kolkata 27;;Alipore PS.
BRIDGE ROAD SWADHIN SANGHA ;4A, Rakhal Das Addy Rd. Kolkata 27.;;Alipore PS.
78,PALLY SARBOJANIN DURGOTSAV COMMITTEE. ;4/4, Aftab Mosque Lane, Kolkata 27;;Alipore PS.
VIDYASAGAR COLONY ;3, D.L. Khan Rd. Kolkata 27.;;Alipore PS.
CHETLA SARBO SADHARANER DURGOTSAB COMMITTEE.;35, Chetla Road. Kolkata 27;;Alipore PS.
GOPAL NAGAR SARBOJANIN DURGOTSAB  COMMITTEE ;39/18/A, Gopal Nagar Rd. Kolkata 27.;;Alipore PS.
O.N.G.C. COMPLEX COMMUNITY DURGAPUJA COMMITTEE ;5B Penn Rd, Kolkata 27.;;Alipore PS.
ALIPORE CENTRAL CORRECTIONAL  HOME (INSIDE);Alipore Central Correctional Home ;;Alipore PS.
BOYS SPORTING ASSOCIATION ALIPORE PRESIDENCY CORRECTIONAL HOME ;2/2, Thakery Rd., Kolkata 27 .( Near Presidency Jail );;Alipore PS.
CHETLA MAITRA SANGHA;45/A, Rakhal Das Adi Rd. Kolkata 27.;;Alipore PS.
BELVEDERE ESTATE DURGA PUJA COMMITTEE.;1,BelvedereRoad. Kolkata 27.;;Alipore PS.
AGAMANI  SANGHA;101, Rakhal Das Adi Rd. Kolkata 27;;Alipore PS.
ALIPORE   P.S. COMPOUND DURGAPUJA COMMITTEE.  ;8,BelvedereRoad. Kolkata 27;;Alipore PS.
ALIPORE CENTRAL CORRECTIONAL  HOME  RECREATION CLUB. .;Alipore Central Jail Compound 2/1A, Baker Road, Kolkata 27;;Alipore PS.
BELVEDERE  COMPLEX DURGOTSAV COMMITTEE ;30,BelvedereRoad. Kolkata 27;;Alipore PS.
ABHINANDAN SARBOJANIN DURGOTSAB COMMITTEE (PUC CLUB) ;VIVEK PARK, GARIA, Kolkata 84;8444966825;Bansdroni PS
ARUNADAYA SANGHA ;ROY NAGAR POSTAL PARK, BANSDRONI Kolkata 70;8444966825;Bansdroni PS
ATABAGAN  SORBOJANION  DURGOTSAB ;KALYAN PARISHAD, GARIA;8444966825;Bansdroni PS
BAISHALI PARK ABASIK COMMITTEE ;BAISHALI PARK, GARIA, Kolkata 84;8444966825;Bansdroni PS
BALAK SEVA SAMITY JANATA COLONY, ;ROY NAGAR, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
BANK GARDEN CLUB;;8444966825;Bansdroni PS
BANSDRONI ANIRBAN SHIKHA ;B-11 BRAHMAPUR NORTHERN PARK, Kolkata 70;8444966825;Bansdroni PS
BANSDRONI NABA TARUN SANGHA NABA PALLY, Kolkata 70;NABA PALLY, Kolkata 70;8444966825;Bansdroni PS
BANSDRONI NABARUN CLUB ROY ;NAGAR MADHYPARA, Kolkata 70;8444966825;Bansdroni PS
BANSDRONI PRAGATI SANGHA ;SOUTH ROY NAGAR, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
BANSDRONI SREE SANGHA ;13, ADIGANGA CO-OPERATIVE ROAD, Kolkata 70;8444966825;Bansdroni PS
BHATTACHRJEE  PARA  NAGARIK SAMITY; D-44, BRAHMAPUR SOUTH END, Kolkata 96;8444966825;Bansdroni PS
BIDHAN PALLY ADI SARBIJANIN DURGA PUJA SAMITY GARIA, Kolkata 84; GARIA, Kolkata 84;8444966825;Bansdroni PS
BIDHAN PALLY SISHU ;UDYAN JORA PARK, Kolkata 84;8444966825;Bansdroni PS
BIJAN KANAN DEVELOPMENT SOCIETY ;BATTALA BRAHMAPUR,  Kolkata 96;8444966825;Bansdroni PS
BRAHAMAPUR BATTALA CUL. ASSCN. BADAMTALA, Kolkata 96;BRAHAMAPUR BATTALA CUL. ASSCN. BADAMTALA, Kolkata 96;8444966825;Bansdroni PS
BRAHAMAPUR ROY NAGAR SARBOJANIN DURGOTSAB AGRAGAMI SANGHA;BRAHAMAPUR ROY;8444966825;Bansdroni PS
BRAHMAPUR BORAL SARBOJONIN DURGOTSAB ;(BALAK SANGHA) BRAHAMAPUR SOUTH, Kolkata 96;8444966825;Bansdroni PS
BRAHMAPUR GHOSH PARA SARBOJANIN DURGOTSAB UDAY ;SANGHA, GARIA, Kolkata 84;8444966825;Bansdroni PS
BRAHMAPUR HARISAVA SARBOJANIN DURGOTSAB COMMITTEE ;AGRADOOT CLUB, BRAHMAPUR, GARIA, Kolkata 84;8444966825;Bansdroni PS
BRAHMAPUR NATH PARA YUBAK SANGHA ;GARIA, Kolkata 84;8444966825;Bansdroni PS
BRAHMAPUR PRAGATI PARK RESID. ASSCN.;BADAMTALA PRAGATI PARK, Kolkata 96;8444966825;Bansdroni PS
BRAHMAPUR SABUJ SONALI SANGHA ;D-12 BRAHMAPUR PLACE, Kolkata 96;8444966825;Bansdroni PS
BRAHMAPUR SAMMILANI SANGHA ;MALIPARA, Kolkata 96;8444966825;Bansdroni PS
"BRAHMAPUR SARBOJONIN DURGOTSAB COMMITTEE

";BRAHNAPUR MORE, Kolkata 96;8444966825;Bansdroni PS
BRAHMAPUR SHIV MANDIR ANCHAL SARBOJANIN DURGOTSAB MAHILA COMMITTEE;BRAHMAPUR SHIV MANDIR ;8444966825;Bansdroni PS
BRAHMAPUR SOUTH SARBOJANIN DURGA PUJA COMMITTEE SHIV MANDIR ROAD;SHIV MANDIR ROAD;8444966825;Bansdroni PS
DISHARI PUJA COMMITTEE ;BADAMTALA Kolkata 96;8444966825;Bansdroni PS
GARIA KISHORE CHAKRA KISHORE PARK, Kolkata 84;GARIA KISHORE CHAKRA KISHORE PARK, Kolkata 84;8444966825;Bansdroni PS
GARIA MAA SARADA UNNAYANI SAMITY ;BIHAN PALLY, NABA PALLY,GARIA Kolkata 84;8444966825;Bansdroni PS
GHOSTOTALA SARBOJANIN  DURGOTSAB COMMITTEE ;KAMDAHARI, GARIA, Kolkata 84;8444966825;Bansdroni PS
GREEN PARK ABASHIK COMMITTEE ;GARIA, Kolkata 84;8444966825;Bansdroni PS
GREEN PARK ASSCN. ;B79, BORAL MAIN ROAD, ATABAGAN, Kolkata 84;8444966825;Bansdroni PS
JUBILEE HOUSING PUJA COMMITTEE ;134, SEIKH PARA ROAD, BRAHMAPUR, Kolkata 96;8444966825;Bansdroni PS
KAMDAHARI JAGARATA SANGHA ;D-42, KOLACHANDRA PARA, KAMDAHARI, GARIA, Kolkata 84;8444966825;Bansdroni PS
KAMDAHARI NARKEL BAGAN SARBOJANIN DURGOTSAB COMMITTEE KISHORE ;KALYAN SANSAD, GARIA, Kolkata 84;8444966825;Bansdroni PS
KAMDAHARI PURBA PARA SARBOJANIN DURGOTSAB SAMITY PANCHA DURGA;KAMDAHARI PURBA PARA ;8444966825;Bansdroni PS
KAMDAHARI SARBOJANIN DURGA PUJA NIRBAHAN SAMITY ;BOSE PARA, SURYA SARATH,I GARIA, Kolkata 84;8444966825;Bansdroni PS
KAMDAHARI SUBHAS PALLY PUJA SARBOJANIN SUBHAS SANSAD ;SUBAHAS PALLY, GARIA, Kolkata 84;8444966825;Bansdroni PS
KHEYALI SANGHA ;A18, BRAHMAPUR(S), Kolkata 96;8444966825;Bansdroni PS
MADHYA BIDHAN PALLY SARBOJANIN PUJA COMMITTEE ;GARIA, Kolkata 84;8444966825;Bansdroni PS
MAINAK GARDENS PUJA COMMITTEE;;8444966825;Bansdroni PS
MOITRI SANCHA ;ATABAGAN, GARIA Kolkata 84;8444966825;Bansdroni PS
NABA TARUN SANGHA ;1, ARUNACHAL, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
NEW SONALI PARK SARBOJANIN DURGOTSAB COMMITTEE & OTHERS GARIA;GARIA, Kolkata 84;8444966825;Bansdroni PS
NIVA PARK  PH-II DURGOTSAV SAMITY ;BRAHMAPUR, KOLKATA-96;8444966825;Bansdroni PS
NIVA PARK  PH-III PUJA COMMITTEE ;BRAHMAPUR, KOLKATA-96;8444966825;Bansdroni PS
NIVA PARK EXTN. PUJA  COMMITTEE ;BRAHMAPUR,BADAMTALA, KOLKATA-96;8444966825;Bansdroni PS
NIVA PARK PH-I PUJA(S) & CUL. COMMITTEE ;BRAHMAPUR, KOLKATA-96;8444966825;Bansdroni PS
PALLY MANGAL SAMITY ;P-43, RAMKRISHNA PALLY;8444966825;Bansdroni PS
PALLY PUJA (KALA CHAND PARA) ;BIDHAN PALLY GARIA Kolkata 84;8444966825;Bansdroni PS
PALLY UNNAYAN SAMITY ;B/25, CONGRESS PALLY, ROY NAGAR, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
PANCHANANTALA SARBOJANIN DURGOTSAB COMMITTEE, ;BIDHANPALLY, GARIA, Kolkata 84;8444966825;Bansdroni PS
PRAGATI PARK RESI. WELFARE ASSCN.;BADAMTALA BRAHMAPUR, Kolkata 96;8444966825;Bansdroni PS
PURBA PARA SARBAJANIN DURGOTSAB BORAL PARLIAMENT CLUB ;BRAHMAPUR SOUTH END, GARIA, Kolkata 96;8444966825;Bansdroni PS
RABINDRA PALLY NABIN  SANGHA SARBOJANIN DURGOTSAB ;BRAHMAPUR, GARIA, Kolkata 96;8444966825;Bansdroni PS
RESIDENCE WELFARE ASSCN. TAGORE GARDEN  & NIL ;GOPAL PARK, BRAHMAPUR BOTTALA, Kolkata 84;8444966825;Bansdroni PS
ROY NAGAR SABUJ SANGHA ;1, ROY NAGAR, PURBACHAL, POSTAL PARK, Kolkata 70;8444966825;Bansdroni PS
ROY NAGAR SARBOJANIN DURGOTSAB COMMITTEE LABANI ;SUBODH PARK, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
ROY NAGAR UNNAYAN SAMITY ;9, NASKAR PARA, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
ROYNAGAR BRIGHT STAR CLUB ;1, CONGRESS PALLY, Kolkata 70;8444966825;Bansdroni PS
SARADA PARK RECREATION CLUB ;25, SARADA PARK, GARIA, Kolkata 84;8444966825;Bansdroni PS
SARBOJANINDURGUTSOAB COMMITTEE ;BIDHAN PALLY, PURBAPARA;8444966825;Bansdroni PS
SATHI SANGHA & FARM ADIBASHI BRINDO ;H.L. SARKAR ROAD, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
SATINDRAPALLY SARBOJANIN ‘JAGARANI SANGHA’ ;A-8, SATINDRAPALLY, GARIA, Kolkata 84;8444966825;Bansdroni PS
SATINDRAPALLY SARBOJANIN DURGOTSAB COMMITTEE ;A-26, SATINDRAPALLY, GARIA, Kolkata 84;8444966825;Bansdroni PS
SONALI PARK ABASIK COMMITTEE ;23, SONALI PARK, GARIA, Kolkata 84;8444966825;Bansdroni PS
SUBHAS SARANI UNNAYAN  SAMITY ;SUBHAS PALLY, ROY NAGAR, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
SUBODH GARDENS SUBODH PARK, NASKAR PARA;SUBODH PARK, NASKAR PARA;8444966825;Bansdroni PS
TARUN SANGHA ;BRAHMAPUR BATTALA, Kolkata 96;8444966825;Bansdroni PS
TINY TOWN SHIP SARODUTSAB COMMITTEE ROY ;NAGAR, BANSDRONI, Kolkata 70;8444966825;Bansdroni PS
TRIPURESWARI PARK UNNAYAN SAMITY  ;GARIA, Kolkata 84;8444966825;Bansdroni PS
UNITED CLUB ;BANSDRONI, ROY NAGAR, Kolkata 70;8444966825;Bansdroni PS
USHA PARK ADHIBASI BRINDA ;12H, USHA PARK, GARIA, Kolkata 84;8444966825;Bansdroni PS
USHAPALLY MILAN SANGHA ;78, USHA PALLI, GARIA, Kolkata 84;8444966825;Bansdroni PS
VIVEKANANDA PARK SARBOJANIN DURGOTSAB MILAN CHAKRA, GARIA, Kolkata 84;GARIA, Kolkata 84;8444966825;Bansdroni PS
Beliaghata Lake Site Club;64/11J, Suren Sarkar Road;;Beliaghata PS
Satabdi Pally Mahila Samity;53C/17 Dr. S C Banerjee Road;;Beliaghata PS
Barawaritola Puja Samity;15 & 17 Barawaritola Road;;Beliaghata PS
Naba Yubasree Sangha;24 B , Barawaritola Road ;;Beliaghata PS
Ram Mohon Pally Samity;4 R M M Garden Lane;;Beliaghata PS
Akal Bodhan Surah Pally;16A, A C Banerjee Road;;Beliaghata PS
"Beliaghata Sarbojanin Durgotsab 
Committee Subash Sporting Club";68/1, A C Banerjee Road;;Beliaghata PS
Abasik Kalyan Samiti;New C I T Building, 1 C P Road;;Beliaghata PS
Beliaghata Pragati Sangha;74/2B, A C Banerjee Lane;;Beliaghata PS
Beliaghata Sarbojanin Durgotsab Committee ;87/2A , Talpukur Road;;Beliaghata PS
East Kulia Puja Samity;1, East Kulia Road;;Beliaghata PS
Gol Kalimandir Durgotsab;31, K G Bose Sarani;;Beliaghata PS
Purba Lake Pally Sarbojanin Durgotsab;26/1, R D Dutta Garden Lane;;Beliaghata PS
Surah Yubak Brinda;13/1/1A, Surah East Road;;Beliaghata PS
Sadharan Durgotsab;46A, Harmohan Ghosh Lane;;Beliaghata PS
Shrama Pally Adhibasi Brinda;C I T Building ;;Beliaghata PS
Naba Basu Lane Sarbojanin Durgotsab;9, Naba Basu Lane;;Beliaghata PS
P.M Sur Garden Lane sarbojanin Durgotsab;39, P M Sur Garden Lane;;Beliaghata PS
South Kulia Puja Committee;10/1/H/6, South Kulia Road;;Beliaghata PS
* Sadhani Club*;P-68, C I T Road;;Beliaghata PS
Beliaghata Santi Sangha;4No., Rash Moni Bazar Road;;Beliaghata PS
Milan Sangha;167/40 A , B M Road;;Beliaghata PS
Surah Sarbojanin Durgotsab;11,  A C Banerjee Lane, ;;Beliaghata PS
33 Pally Sarbojanin Durgotsab Committee;37D, R N D Garden Lane;;Beliaghata PS
Bijoyee Sangha;53/23, Badan Roy Lane;;Beliaghata PS
Balaka;50 C P Road;;Beliaghata PS
Bir Balak (Sangha) Brinda;3/1/58, B M Road;;Beliaghata PS
Mukti Sangha;76, Dr. S C Banerjee Road;;Beliaghata PS
Ramkrishna Welfare Soceity;1/2G, R K Naskar Lane;;Beliaghata PS
Beliaghata Nabalay Sangha;133/1P, R R L Mitra Road;;Beliaghata PS
Bat-tola Balak Sangha;90 A , Suren Sarkar Road;;Beliaghata PS
Beliaghata Puja Samity;12, Kali tara Bose Lane;;Beliaghata PS
Beliaghata Janakalyan Sangha;38, Latafat Hossain Lane;;Beliaghata PS
Mitra Sangha;43/14/1, C P Road;;Beliaghata PS
Purba Kalikata Chatra Samity;5, Khodagunge Road;;Beliaghata PS
Rakhal Ghosh Lane Sarbojanin Durgotsab;1, Rakhal Ghosh Lane;;Beliaghata PS
“Agrani”;3/1, Gagan Sarkar Road;;Beliaghata PS
Beliaghata Jelepara Sarbojanin Durgotsab;131/17, R R Mitra Road;;Beliaghata PS
Beliaghata Yubak Brinda;29, Kalimuddin Sarkar Lane;;Beliaghata PS
Beliaghata Balak Brinda Club;48/6 , B N Road;;Beliaghata PS
"Beliaghata Khalpool
Sanghati";P-17, B M  Road;;Beliaghata PS
Spandan;R R L Mitra Road;;Beliaghata PS
Vivekananda Sangha;97, K G Bose Sarani;;Beliaghata PS
* Naba Milan* ;P-81, C I T Road,;;Beliaghata PS
* Beliaghata  33 Palli Sarbajanin Durga Utsab*;C I T Road,  Kolkata -10;;Beliaghata PS
vivekananda Sangha;97, K G Bose Sarani;;Beliaghata PS
"Arabinda Sagha 
Nabab Bagan";165/30 B N Road;;Beliaghata PS
Beliaghata Sebak Sangha;168, Dr. S C Banerjee Road;;Beliaghata PS
Beliaghata Suhrid Club;34, H C Naskar Road;;Beliaghata PS
Dhiren Charu Smriti Sangha ;53, C P Road;;Beliaghata PS
East Kolkata Atheletic Club;13, Dr. P Mitra Road;;Beliaghata PS
"Meghdut Abasan Samity
Cultural Society";76, Dr. S C Banerjee Road;;Beliaghata PS
Sen Bagan Sarbojanin Durgotsab ;2 Abinash Sasmal Lane;;Beliaghata PS
102 B.M Road Pally Adibasi Brinda. ;102, B M Road, Kolkata  10;;Beliaghata PS
Abhijit Club;16B, B N Road;;Beliaghata PS
Beliaghata Agradut Club;17/2B B B Road;;Beliaghata PS
Rashbagan Yubak Brinda;146, R R L Mitra Road;;Beliaghata PS
3/1 Pally Puja Committee;Mia Bagan;;Beliaghata PS
Hind Karmi Sangha;45, B M Road;;Beliaghata PS
Milan Sammelani Sarbojanin Durgotsab;3/1/41, B M Road, (Madhyapara);;Beliaghata PS
PARK CIRCUS BENIAPUKUR UNITED PUJA COMMITTEE ;Park Circus Maidan, (Western side);;Beniapukur PS
PARK CIRCUS SARBAJANIN DURGOTSAV, PARK SREE..,;10A, M.L.Mitra Road.;;Beniapukur PS
ADI SAMMILITA 57/58 PALLY SARBOJANIN DURGOTSAV ;,Ladies Park on Dr. S.M.Avenue.;;Beniapukur PS
PARK CIRCUS SARBOJANIN DURGOTSAV, UDDIPANI ,;25, Darga Road. Eastern side. (Park circus maidan);;Beniapukur PS
SARBOJANIN DURGOTSAV CHILDREN PARK YOUTH FORUM,; 73, Linton Street.;;Beniapukur PS
SABOJANIN DURGOTSAV COMMITTEE ENTALLY BHATRI SANGHA , ;9/3/2, Hati Bagan Road.;;Beniapukur PS
PARK C IRCUS SARBOJANIN DURGOTSAV, PARKCIRCUS INSTITUTE ,; 24A, Circus Avenue. (Triangular park);;Beniapukur PS
60 & 61,PALLY SARBOJANIN DURGOTSAV, PALLY BASSI BRINDA , ;172/25, AJC Bose Road.;;Beniapukur PS
BANIAPARA SARBOJANIN DURGOTSAV , ;3, Beniapara Lane.;;Beniapukur PS
ADI SARBOJANIN DURGOTSAV LADIES HOSTEL., ;11A/12, Christopher Road.;;Beniapukur PS
SARADIYA DURGOTSAV, KALI-O-SANI MANDIR., ;24A, Gora Chand Road.;;Beniapukur PS
SARBOJANIN SRI SRI DURGA PUJA.,; 35R, Christopher Road.;;Beniapukur PS
BENIAPUKUR GORA CHAND ROAD DRUGA PUJA, NABIN SANGHA., ;35, Gora Chand Road.;;Beniapukur PS
BABA THAKUR TALA PUJA COMMITTEE, ;6, Linton Street.;;Beniapukur PS
20, R PALLY SARBOJANIN DURGATSAV COMMITTEE, ;P-65, Dr. S.M.Avenue.;;Beniapukur PS
LIC QUARTERS,; 1, Jannagar Road.;;Beniapukur PS
BHOWANIPORE DURGATSAV SAMITY;21A, PADDAPUKUR RD. Kolkata 20.;;Bhowanipore PS.
22, PALLY SARADATSAV SUBHAS UDYAN (NOTHERN PARK);21, JUSTICE CHANDRA MADHAB RD.;;Bhowanipore PS.
BELTALA SHAKTI SANGHA, ;81/1A BELTALA RD.;;Bhowanipore PS.
SARATHI” SARBAJANIN SRI SRI DURGA PUJA ;8,BALARAM BOSE 2ND LANE , Kolkata 20.;;Bhowanipore PS.
PADDAPUKUR YOUTH ASSOCIATION,LANSWOWN SQUARE  ;24 PADMAPUKUR RD.;;Bhowanipore PS.
NABARUN SANGHA;52H, BENINANDAN ST. Kolkata 25;;Bhowanipore PS.
SAMMILANI;48,S.P.MUKHERJEE RD.  Kolkata 26.;;Bhowanipore PS.
CHAKRABERIA SARBOJANIN DURGATSAV;58A,CHAKRABERIA RD.(NORTH) Kolkata 20.;;Bhowanipore PS.
MAHA PUJA SAMITY SOUTHERN PARK.;35, RAMESH MITRA RD.Kolkata 25;;Bhowanipore PS.
MUKTADAL;37A,KALIGHAT RD.   Kolkata 25.;;Bhowanipore PS.
22,PALLY SARBOJANIN DURGAPUJA SAMITY, HAZRA SPORTING CLUB.;21, PRIYONATH MULLICK RD.;;Bhowanipore PS.
68, PALLY SARBOJANIN DURGAPUJA COMMITTEE;5C, INDRA ROY RD.  Kolkata 25.;;Bhowanipore PS.
DAKSHIN KOLIKATA YOBOK  SANGH;2/1C, DR. RAJENDRA ROAD, Kolkata 20.;;Bhowanipore PS.
RUPCHAND MUKHERJEE LANE SARBOJANIN DURGOTSAB;36, S.P. MUKHERJEE ROAD.Kolkata 25.;;Bhowanipore PS.
CHOWRINGHEE CLUB;2/D, SUBURBAN HOSPITAL RD. Kolkata 20;;Bhowanipore PS.
JAGRITEE;103B, BAKULBAGAN ROAD, Kolkata 25;;Bhowanipore PS.
SARBOJANIN DURGATSAV;2/1, CHANDRA  NATH CHATTERJEE ST, Kolkata 25;;Bhowanipore PS.
“MAHUA;8 ,CHAKRABERIA RD (SOUTH), Kolkata 25;;Bhowanipore PS.
DAKSHIN KALIKATA SARBOJANIN DURGA PUJA;3/B,P.NATH MULLIK RD. Kolkata 25.;;Bhowanipore PS.
ROY STREET SARBOJANIN DURGAPUJA COMMITTEE;12A ,JUSTICE CH. MADHAB RD.  Kolkata 20.;;Bhowanipore PS.
BHOWANIPORE FRIENDS ASSOCIATION;36A, NANDAN ROAD. KOLKATA-25;;Bhowanipore PS.
SANHATI;27, SCHOOL ROW, Kolkata 25;;Bhowanipore PS.
BELTALA SNAGHA;99, BELTALA RD. Kolkata 26;;Bhowanipore PS.
BHOWANIPORE SWADHIN SANGHA;4, MAHESH CHOWDHURY LANE, Kolkata 25;;Bhowanipore PS.
ABASAR SARBAJANIN DURGOTSAB COMMITTEE;2E, BIJOY MUKHERJEE LN. Kolkata 25 AND 6, RAKHAL MUKHERJEE ROAD. Kolkata 25;;Bhowanipore PS.
BAKUL BAGAN SARBAJANIN  DURGOTSAB;36/1A, BAKUL BAGAN ROAD. Kolkata 25;;Bhowanipore PS.
GOKHEL SPORTING CLUB;13, CHOWRINGHEE TARRACE, Kolkata 20;;Bhowanipore PS.
BHOWANIPORE KISHOR SANGHA;2A, JOGESH MITRA RD. Kolkata 25;;Bhowanipore PS.
SARASWATI SANGHA;103, A.T.M.RD. Kolkata 25;;Bhowanipore PS.
