Name;Address;contact;ps
Judge Bagan Swami Vivekananda Sporting Club;226 A Bagmari Road;;Manicktala PS
Bagmari Sthaniya Adibasi Brinda;224/ 1 Bagmari Road;;Manicktala PS
Khudirampally;225 Bagmari Road;;Manicktala PS
"BRS III Sangrami
(Big Puja)";59/60 Bagmari Road;;Manicktala PS
Yubak Brinda;129 Bagmari Road;;Manicktala PS
"Nabarun Sangha
";5/1A Bagmari Road;;Manicktala PS
"Bagmari Club
";248 Bagmari Road;;Manicktala PS
Purbasha Housing Estate,;160 Manicktala Main Road;;Manicktala PS
Purbasha Housing Estate,;160 Manicktala Main Road;;Manicktala PS
"Sukanta Uddyan
";156 Manicktala Main Road;;Manicktala PS
"Mitali Sangha
(Big Puja)";120 Manicktala Main Road;;Manicktala PS
Nirmal Mitra Market Ternants Association;100 A Manicktala Main Road;;Manicktala PS
"14 R.R. Pally
";1 Manicktala Main Road;;Manicktala PS
"Nabapally Sangha
";65A Manicktala Main Road;;Manicktala PS
"Basak Bagan Adibasi Brinda
";63 Manicktala Main Road;;Manicktala PS
"Kabiraj Bagan
(Big Puja)";18 Harish Neogi Road;;Manicktala PS
"Ultadanga Adibasi Brinda
";28/D Harish Neogi Road;;Manicktala PS
"Ultadanga Jayanti Sporting Club
";33/34 Harish Neogi Road;;Manicktala PS
"Young Star
";P-10 CIT Scheme VII (M);;Manicktala PS
"Nagarik Samity
";P- 47/1 CIT Scheme VII (M);;Manicktala PS
"Rohini Complex
";59/60 Bagmari Road, Kolkata 54;;Manicktala PS
"C.M.D.A. Abasik Samity
";1/3 CIT Scheme VII (M);;Manicktala PS
"Manicktala Housing Estate
";1/3/1 CIT Scheme VII (M);;Manicktala PS
"Bhandab Samity
";7 Motilal Mitra Lane;;Manicktala PS
"Abasik Brinda (Industrial)
";16 Bagmari Lane (Industrial);;Manicktala PS
"BRS X Bagmari Progressive Youth Association
";17 Bagmari Lane;;Manicktala PS
"HUDCO Police Housing Estate
";95 Bidhan Nagar Road;;Manicktala PS
"HUDCO Housing Estate
";95 Bidhan Nagar Road;;Manicktala PS
Bidhan Sishu Sarani Police Housing Estate;;;Manicktala PS
"Elite Abasik Puja Committee
";3 Bidhan Sishu Sarani;;Manicktala PS
"CIT Light Welfare Association
";107 Ultadanga Main Road;;Manicktala PS
"United Club
";103 Ultadanga Main Road;;Manicktala PS
"Ultadanga Avijan Club
";103 Ultadanga Main Road;;Manicktala PS
"Gouribari Sarbojanin
(Big Puja)
";Aurobindo Setu;;Manicktala PS
"Nabin Sangha (Aurobindo Setu)
";9/1/5 Canal East Road;;Manicktala PS
"Vivekananda Bayam Samity
";21/55/1 Canal East Road;;Manicktala PS
"Manicktala Barowari Puja Committee
";295 Vivekananda Road;;Manicktala PS
"Manicktala Vivekananda Sporting Club
";225 Vivekananda Road;;Manicktala PS
"Baldeopara Sarbojanin
";9 Baldeopara Road;;Manicktala PS
"Uttar Kolkata Anchalik Samity
";40A Baldeopara Road;;Manicktala PS
"Lalabagan Sarbojanin
";88 R.D. Street;;Manicktala PS
"Hazi Zakaria Lane
";247/1 APC Road, Kolkata 6;;Manicktala PS
"Nabankur Sangha
";26/1 Simla Road, Kolkata 6;;Manicktala PS
"Simla Milan Samity
";23 Simla Road, Kolkata 6;;Manicktala PS
"Halsi Bagan Sarbojanin
";14 Nirod Behari Road, Kolkata 6;;Manicktala PS
Kalimuddin & Sariatullah;21/H/6 Canal West Road, Kolkata 6;;Manicktala PS
"Beduin
";13/1 Munsipara Lane,  Kolkata 6;;Manicktala PS
BeltolaSarbojanin ;Monasha Row.;9874750020;METIABRUZ PS
ChalerPathe  ;M-46,Paharpur Rd.;9874750020;METIABRUZ PS
Duer Pally KalyanSamity ;Karamanjil, MudiallyIst Lane.;9874750020;METIABRUZ PS
Fathepur 1st Lane Sarbojanin, ;Fathepur 1st Lane(Tulshi Manna More);9874750020;METIABRUZ PS
Fathepur Ditiya Sarani Durga Utsav ;" Fathpur 2nd Lane. 
(Kheyali Khelaghar Ground)";9874750020;METIABRUZ PS
FathepurHarisavaSarbojanin ;N-308/A,Fathepur 2nd Lane.;9874750020;METIABRUZ PS
Garden Reach Friends Club ;O-166/B, DewanBagan Lane;9874750020;METIABRUZ PS
Gardenreach Utkal Samaj ;P-140/A,Mudialy Rd.,Kolkata 24;9874750020;METIABRUZ PS
Kesoram Young Boys Club, ;Kesho Colony Puja Committee.;9874750020;METIABRUZ PS
LichubaganSarbojanin ;Vicku Lane,Lichu Bagan;9874750020;METIABRUZ PS
Milan Tirtha Sarbojanin ;N-29, Paharpur Rd.;9874750020;METIABRUZ PS
Mudially Library Club  ;Near Mudialy Library.;9874750020;METIABRUZ PS
Mudialy Amra Kajan ;P-155, Mudialy Rd, Kolkata ;9874750020;METIABRUZ PS
Mudialy Haribhakti Pradayani Sova, (MudialyHarisava)  ;O-140,Mudialy Rd. ;9874750020;METIABRUZ PS
Mudialy Matshajibi BaroarySamity, ;Santoshpore Rd. Jaliapara Ganga Devi tala;9874750020;METIABRUZ PS
MudialyIst Lane Sarbojanin ;(Ballamtala), MudialyIst Lane.;9874750020;METIABRUZ PS
MudialyPanchanantala  ;Q-328/A/B, Mudialy Rd.;9874750020;METIABRUZ PS
New Ekker Pally ;M-91,Paharpur Rd.;9874750020;METIABRUZ PS
Nona pukur Sarbojanin ;DewanBaganLane, Nonapukur.;9874750020;METIABRUZ PS
Pal BaganSarbojanin ;Kopibagan;9874750020;METIABRUZ PS
"Santoshpur Rd. Harisava 
";Q-452/8, Santoshpur Rd.;9874750020;METIABRUZ PS
Shimpukur Lane Barowari, ;Shimpukur Lane SitalaMondir (Muchipara);9874750020;METIABRUZ PS
V.R.Party;Q-217/A,Mudialy Rd. Kolkata -24 ;9874750020;METIABRUZ PS
48 Pally Sammilani Durgotsav Committee ;102, Prem Chand Boral St, Kolkata – 12 ;9830741112;Muchipara PS 
48 Ward Sarbojanin Durgotsav organized by Naba Jagarani,  ;10, Madan Dutta Lane, Kolkata – 12 ;9830741112;Muchipara PS 
50 Ward Durga Puja Committee;21/A, Mahendra Sarkar Street  Kolkata – 14 ;9830741112;Muchipara PS 
51 No Pally Sarbojanin Sri Sri Durga Puja Samity ;6B, Bankarai Street Kolkata – 12 ;9830741112;Muchipara PS 
9th Pally Sarbojanin Durgotsav ;52 Sreegopal Mallick Lane,  Kolkata – 12 ;9830741112;Muchipara PS 
9th Pally Sealdah Sarbojanin Durga Puja, ;2, Baithakkhana 2nd Lane, Kolkata – 09 ;9830741112;Muchipara PS 
Abhik Nabutola Sarbojanin Durgapuja ;30, Sashi Bhusan Dey Street Kolkata – 12 ;9830741112;Muchipara PS 
Amra Sabai, 49 Ward Sarbojanin Durgotsav, ;24 Rajani Gupta Row, Kolkata – 09 ;9830741112;Muchipara PS 
Ballack Sangha Sri Sri Sarbojanin Durgotsav ;4, Madan Dutta Lane, Kolkata – 12 ;9830741112;Muchipara PS 
Bir Balak Sangha 49 Pally Durga Puja; 76 Akhil Mistri Lane,  Kolkata – 09;9830741112;Muchipara PS 
Bowbazar Sarbojanin Durgapuja Committee ;18 Dr. Jagabandhu Lane, Kolkata – 12 ;9830741112;Muchipara PS 
Bowbazar Sarbojanin Saradia Mahotsab ;44/1A, Bancharam Akrur Lane,  Kolkata – 12 ;9830741112;Muchipara PS 
Bratachari Agrani Sangha Durga Puja;7, Krishna Laha Lane, Kolkata – 12 ;9830741112;Muchipara PS 
Champatala Pally Sarbojanin Durgotsav ;117, Akhil Mistri Lane & 42B Akhil Mistry Lane, Kolkata – 09 ;9830741112;Muchipara PS 
Champatala Pally Sri Sri Saradiya ;16/3, Noor Mohammed Lane Kolkata – 09 ;9830741112;Muchipara PS 
Chunapukur Sarbojanin Durgotsav ;2, Chunapukur Lane,  Kolkata – 12 ;9830741112;Muchipara PS 
Jagarani Sarbojanin Durgotsav ;3, Manindra Mitra Row Kolkata – 09 ;9830741112;Muchipara PS 
Juba Brinda 48 Pally Durgotsav ;38/1 Prem Chand Boral Street  Kolkata – 12 ;9830741112;Muchipara PS 
Madhya Kalikata Sarbojanin Durgotsav; 14, Shankra Para Lane,  Kolkata – 12 ;9830741112;Muchipara PS 
Madhya Kolkata Balak Sangha, Arpuli Lane Sarbojanin Durgapuja, ;15, Arpuli Lane, Kolkata – 12 ;9830741112;Muchipara PS 
Madhya Kolkata Sarbojanin Durgostsav Committee, ;4C, Scott Lane, Kolkata – 09 ;9830741112;Muchipara PS 
Mahendra Mission Home Durga Puja (Ghat Puja) ;135 B.B. Ganguly Street, Kolkata – 12 ;9830741112;Muchipara PS 
Naba Jatiya Durga Puja Committee ;57, Nirmal Chandra Street Kolkata – 12 ;9830741112;Muchipara PS 
Protul Sporting Club (Durga Puja) ;10, Radhanath Mullick LaneKolkata – 12;9830741112;Muchipara PS 
Raja Subodh Mallick Square Sarbojanin Sarodia Mohotsav, ;71/1 Dhiren Dhar Sarani, Kolkata – 12 ;9830741112;Muchipara PS 
Sadharan Durgotsav ;26, Kanai Dhar Lane,  Kolkata – 12 ;9830741112;Muchipara PS 
Sanghamilani Madhya Kalikata Sarbojanin Durga Puja  ;28/C Suri Lane, Kolkata – 14 ;9830741112;Muchipara PS 
Santosh Mitra Square Sarbojanin Durgotsav, ;10A, Santosh Mitra Square, Kolkata – 12 ;9830741112;Muchipara PS 
Sarad Sangha Durgotsav Committee, ;133A, Amherst Street,Kolkata – 09 ;9830741112;Muchipara PS 
Satadal Sangha Durgotsav ;26/2/1 Sashi Bhusan Dey Street, Kolkata – 12 ;9830741112;Muchipara PS 
Umesh Smriti Sangha Durga Puja ;2/2, Ramkanai Adhikary Lane Kolkata – 12 ;9830741112;Muchipara PS 
Yubadal Sarbojanin Durgotsav ;3, Sashi Bhusan Dey StreetKolkata – 12 ;9830741112;Muchipara PS 
Yubak Sangha, Champatala Barwari ;27, Harish Sikdar Path Kolkata – 12 ;9830741112;Muchipara PS 
Narkeldanga Sarbojonin Sree Sree Durgotsav Committee ;7/4 N.M Road Kolkata 11;;Narkeldanga PS
Narkeldanga Sarbojonin Durgotsav (MilanMandir) ;9-N.M Road Kolkata 11;;Narkeldanga PS
Saheb Bagan Railway Durgotsav ;180 Narkeldanga Railway Quarter;;Narkeldanga PS
Narkeldanga Rly. Sree Sree Sarbojonin Durgotsav Committee ;L/33 Narkeldanga Railway Quarter;;Narkeldanga PS
Carak Danga Baroary Puja Committee;24- Kabi Sukanto Sarani;;Narkeldanga PS
Sree Sree Durgapuja Mogal    Bagan Rly. Karmibrinda ;85/F Mogalbagan Rly Qrtr;;Narkeldanga PS
Narkeldanga North Road Govt. HSG Estate, LIG Tenants Association ;49 N.N. Road;;Narkeldanga PS
Bharati Sangha 29/30 Pally Sarbojonin Durgotsav Committee ;15-N.N.Road Kolkata 11;;Narkeldanga PS
Narkeldanga Sarbojonin Sree Sree Durgapuja ;15-N.N.Road Kolkata 10;;Narkeldanga PS
Sarbojonin Durgotsav Committee;49 N.N.Road (PHE),  Kolkata 11;;Narkeldanga PS
Sarod Milan Utsav ;41/A N.N.Road Kolkata 11;;Narkeldanga PS
Narkeldanga Sasthitala Baroary Durgapuja;13/1 Sasthitala Road Kolkata 11;;Narkeldanga PS
North Narkeldanga Sasthitala Durgapuja Committee ;of 1-Sitalatala Lane Kolkata 11;;Narkeldanga PS
Jubak Brinda Sitalatala Sarbajanin Durga Puja ;of 17, Sitalatala Road, Kolkata 11;;Narkeldanga PS
30 Pally sarbojonin Durgotsav ;of 26- Sir,Gurudas Road Kolkata 11;;Narkeldanga PS
Pally Unnayan Netaji Balak Sangha ;2/12 Sir, Gurudas Road;;Narkeldanga PS
Nabajagoran Durgapuja Committee ;3/1 Girish Bidyaratan Lane Kolkata-54;;Narkeldanga PS
Purbajoyee Club ;25- J.N.T.P Road Kolkata-11;;Narkeldanga PS
223 Pally Sarbojonin Durgatsav Committee ;223 M.M.Road Kolkata-54;;Narkeldanga PS
Pital Para Sarbojonin Durgotsav Adhibasi Brinda;227 M.M. Road Kolkata 54;;Narkeldanga PS
Maniktala Pragati Sangha ;218 M.M.Road Kolkata 54;;Narkeldanga PS
Sikdarbagan Adhibasi Brinda ;245/1 M.M.Road Kolkata 54;;Narkeldanga PS
Sadharan Durgotsav Maniktala Club ;246 M.M.Road Kolkata 54;;Narkeldanga PS
29 Pally Durgotsav Committee ;247/3 M.M.Road Kolkata 54;;Narkeldanga PS
Jugipara Puja Mahaparisad ;19-Jugipara Lane;;Narkeldanga PS
29-ER Pally Sarbojonin Durgapuja Committee ;16/A Jagannath Dutta Lane Kolkata-9;;Narkeldanga PS
35-PNT Staff Committee ;58 R.D Street;;Narkeldanga PS
Wards Institution Street Sarbojonin Durgotsav ;23/A Wards Institution Street-6;;Narkeldanga PS
Agradoot ;12/B Garpar Road Kolkata 6;;Narkeldanga PS
Harinath Dey Road Baroary Durgotsav ;30-Harinath Dey Road Kolkata;;Narkeldanga PS
Kalyan Sangha ;16 R.D Street Kolklata;;Narkeldanga PS
Rajendralal Street Sadharan Durgotsav Committee ;13/D Rajendralal Street Kolkata;;Narkeldanga PS
Rammohan Roy Road Sarbojonin Durgotsav ;4- Rammohan Roy Road;;Narkeldanga PS
Chakradhari Sangha ;302/2 APC Road;;Narkeldanga PS
Sealdah Railway Athletic Club ;83/J Kaizer Street Kolkata 9;;Narkeldanga PS
Railway Pally Lal Building Malpara Road ;203/204 North Sealdah Road Kolkata 9;;Narkeldanga PS
Sealdah Sarbojoninh Durgotsav Railway and Police; of 144 North Sealdah Road Kolkata-9;;Narkeldanga PS
Purba Rialway Pally Sarbojonin Durgatsav;32-Maharani Swarnamoyee Road Kolkata-9;;Narkeldanga PS
36-Ward Sarbojonin Durgotsav ;7- Guripara Road Kolkata;;Narkeldanga PS
Sarbojonin Saradiya Durgotsav Puja Committee ;15-Omda Raja Lane Kolkata;;Narkeldanga PS
Sarbojonin Sree Sree Durgotsav Amon Durga Committee;46/H Canal East Road, Kolkata -11;;Narkeldanga PS
46-Harijan Bastee Durgapuaja Committee;46-Canal East Road Kolkata-11;;Narkeldanga PS
Garpar Matri Mandir;69-Garpar Road Kolkata;;Narkeldanga PS
Gharoa ;61, Ashok Avenue, Kolkata  47;;Netaji Nagar P.S
2 No. Pallysree Durgatsav Committee, ;58/54A, Pallysree, Kolkata 92;;Netaji Nagar P.S
Adarsha Sanghati Sarbojanin Durga Puja Samiti. ;2/26A Sanghati Colony;;Netaji Nagar P.S
Abhijan Gandhi Colony;4/217, Gandhi colony , Regent State ,Kolkata – 92;;Netaji Nagar P.S
Raipur Paddapukur Sarbojanin Durgatsav, (Oikatan);15, Paddapukur Rd. Kolkata – 92;;Netaji Nagar P.S
Pallysree Sarbojanin Durgatsav Committee;1, Pallysree , Kolkata  92;;Netaji Nagar P.S
Netaji Nagar Durgautsav Committee;Netaji Nagar Narkel Bagan, Kolkata 92;;Netaji Nagar P.S
Naktala Pally Unnayan Samity;1, Khanpur Road. Kolkata – 47;;Netaji Nagar P.S
Surja Nagar Sarbojanin Durga Puja Committee;1/20, Surja Nagar , Tollygunge Kolkata – 40;;Netaji Nagar P.S
Ashok Park Sarbojanin Durgatsav Committee;255/1, N.S.C. Bose Road, Kolkata 47;;Netaji Nagar P.S
N.S.C  Sports Club;2/65, Gandhi Colony Kolkata  - 92;;Netaji Nagar P.S
Nabayan Durga Puja Committee,     (Female Puja);208/1, N.S.C. Bose Road Kolkata  – 40;;Netaji Nagar P.S
Khanpur Sarodotsav Samity;15A/30, Khanpur  Rd. Kolkata – 47;;Netaji Nagar P.S
Khanpur Sahid Nagar Raipur Anchalik;9/2, Khanpur, Sahidnagar, Kolkata 47;;Netaji Nagar P.S
Sarbojanin Durgatsav Committee;9/2, Khanpur, Sahidnagar, Kolkata 46;;Netaji Nagar P.S
5 No. Word Sarbojanin Durgatsav Committee;5/40/1, Bijaygarh,Kolkata 92;;Netaji Nagar P.S
Adarsha pally Sarbajanin Durgatsav Committee;2/21 Adarsha pally,Kolkata 92;;Netaji Nagar P.S
Raipur Ganguly Bagan Padmapukur Sarbojanin;53, Ganguly Bagan Padmapukur Road, Kolkata  – 92;;Netaji Nagar P.S
Durgatsav Committee ORGD By  Shanti Chakra Club. ;53, Ganguly Bagan Padmapukur Road, Kolkata  – 93;;Netaji Nagar P.S
Sanghati Colony (1No. word) Sarbojanin Durgautsav Committee (Female Puja);1/10, Sanhati Colony , Kolkata  – 92;;Netaji Nagar P.S
Amar Jyoti Puja Committee;11no Kanpur Road , Kolkata 47;;Netaji Nagar P.S
Sarbojanin Durgotsav 2015 organised Vidyasagar Athletic Club;3/23/1, Vidyasagar Upanibesh Kolkata  - 47;;Netaji Nagar P.S
Vidyasagar Society, Welfare & Cultural Center;4/64B, Vidya Sagar Colony (Beltala), Kolkata  - 47;;Netaji Nagar P.S
Vidya Sagar Low& Sarbojanin Durgatsav  committee (Female Puja);3 No. Vidya Sagar, Kolkata - -47;;Netaji Nagar P.S
Amader Ahawan;2/164, Sree Colony, Kolkata  - 92;;Netaji Nagar P.S
Sarbojanin Durgatsav Sree Colony, Block No-3;Sree Colony Block-3, Kolkata  92;;Netaji Nagar P.S
Satarupa Mahila Sangha (Female Puja);A Block Baghajatin, Kolkata  – 92 ;;Netaji Nagar P.S
H & I- Block Adhibashi Brinda Durga Puja Committee;Baghajatin Pally, Kolkata  - 92;;Netaji Nagar P.S
Lotus Park Sarbojanin Durgotsav Committee;Lotus Park, Kolkata  - 47;;Netaji Nagar P.S
1no Sree Colony Durga Puja Committee;38A Sree Colony Kolkata 92;;Netaji Nagar P.S
4No Miloni Club (Female Puja);4/30Vidya Sagar Upanibesh Kolkata 47;;Netaji Nagar P.S
Vidya Sagar Central Sarbojanin Durgatsav;2/38 Vidya Sagar Uponibesh Kolkata 47;;Netaji Nagar P.S
Keya Bagan Vidyasagar Utsav Samity (Female Puja);4/207, Vidyasagar Colony, Kolkata  - 47;;Netaji Nagar P.S
South Calcutta Sarbojanin Durgatsav, B Y M C A;3/59A, Vidya Sagar , Kolkata  - 47;;Netaji Nagar P.S
Naktala Sammilani ;22, Naktala Rd. Kolkata - 47;;Netaji Nagar P.S
2 No. Sri Colony Puja Committee;2/57, Sree Colony, Kolkata  - 92;;Netaji Nagar P.S
Bhatri Milan Sangha;190A/2, Raipur Road, Kolkata  47;;Netaji Nagar P.S
Military Road Adhibasibrinda Sarbojanin Durgatsav  Committee;Military Road, Baghajatin,  Kolkata – 92;;Netaji Nagar P.S
Naktala Gangulybagan Sarbojonin Durgatsav Puja Committee;291, Ganguly Bagan, Naktala, Kolkata – 47.;;Netaji Nagar P.S
Banty Anchalik Sarbojanin Durgatsav;23G, Naktala Lane Kolkata 47;;Netaji Nagar P.S
47, Pally Sarbojonin Durga Utsav Committee;D/61/3, Ramgarh, Kolkata  47;;Netaji Nagar P.S
Ramgarh Student Club;E-28A, Ramgarh ,Kolkata – 47;;Netaji Nagar P.S
Kalyan Sangha  5th  Pally;348, Ganguli Bagan , Naktala , Kolkata  47;;Netaji Nagar P.S
Abasiki-235;235/4/1, N.S.C. Bose Road, Kolkata – 47;;Netaji Nagar P.S
Teen-Er Pally Sarbojonin Durga Utsav committee;329, Ganguly Bagan ,Kolkata 47;;Netaji Nagar P.S
Naktala Arobindo Sangha;13D, Naktala, Kolkata 47;;Netaji Nagar P.S
Mahamaya Samaj Kalyan O Sanskritik Sangathan        (Female Puja);285/5A, N.S.C. Bose Road, Kolkata -47.;;Netaji Nagar P.S
Naktala Pallymangal Samity;6/1, Naktala Road, Kolkata -47;;Netaji Nagar P.S
Tenant Welfare Association;396/D, N.S.C. Bose Road, Kolkata  47.;;Netaji Nagar P.S
Aikikya Sammilani;114/H, Raja S.C. Mullick Road, Kolkata 47;;Netaji Nagar P.S
Naktala Sarbojonin Durga Puja Committee;2/69, Naktala, Kolkata 47;;Netaji Nagar P.S
Naktala Sanskritik Moncha Durgautsav Committee;6B/1A, Naktala Road, Kolkata 47;;Netaji Nagar P.S
Naktala Udayan Sangha;1/250, Krishanu Dey Sarani, Naktala, Kolkata – 47;;Netaji Nagar P.S
Baishnabghata Young Stars,;94, Raja S.C. Mullick Road, Kolkata -84.;;Netaji Nagar P.S
Sudakhina State-B Durga Puja Committee, ;96, Raja S.C. Mullick Road, Baishnabghata Kolkata 47.;;Netaji Nagar P.S
Sangathani Sangha;A/19/1, Laxmi Narayan Colony, Kolkata – 47;;Netaji Nagar P.S
Nabapally Sarbojonin Durga Puja Committee;364/13,  N.S.C. Bose Rd, Kolkata 47;;Netaji Nagar P.S
Sudakhina Police Housing Estate – A;91, Raja S.C. Mullick Rd.,Kolkata 47;;Netaji Nagar P.S
Adi Naktala Sarbojonin Durga Utsav Committee;1/268A, Naktala, Kolkata 47;;Netaji Nagar P.S
Baishnab Ghata Adi Sarbojonin Durgatsav Committee;24, Baishnabghata Road, Kolkata – 47;;Netaji Nagar P.S
Mangolik Durgatsav Committee (Female Puja);19/Z/1, Baishnabghata Road, Kolkata  47;;Netaji Nagar P.S
Dishari Durgautsv Samity;26Q, D.P.P. Road, Naktala, Kolkata-47;;Netaji Nagar P.S
Baisnabghata Paschim Para Sarbojonin;5/1, Baishnabghata By Lane, Kolkata 47;;Netaji Nagar P.S
Durgatsav Org. by , Baishnabghata Balak Samity;"
5/1, Baishnabghata By Lane, Kolkata 46";;Netaji Nagar P.S
Ramgarh Sarbojonin Durgatsav ;D41/2, Ramgarh, Kolkata 47.;;Netaji Nagar P.S
Naktala Ganguly Bagan;11/2A,D.P.P.Road, Kolkata 47;;Netaji Nagar P.S
 Durga Puja Committee, (Agrani),;11/2A,D.P.P.Road, Kolkata 46;;Netaji Nagar P.S
Naktala Sarbojanin Durga Puja committee;Naktala Kolkata 47;;Netaji Nagar P.S
Tarun Sangha Naktala;251A/22, N.S.C. Bose Road, Kolkata 47;;Netaji Nagar P.S
Baishnab Ghata Sarbojonin Durgatsav Committee;396/2, N.S.C. Bose Road, Kolkata 47;;Netaji Nagar P.S
Progressive Club;25A/1, D.P.P. Road, Kolkata 47;;Netaji Nagar P.S
Ganguly Bagan  Athletic Club (Golghar)  Ganguly Bagan   ;Ganguly Bagan, Golghar, Kolkata 47;;Netaji Nagar P.S
Samannay Durgatsav Committee;370, N.S.C. Bose Road. Kolkata  47;;Netaji Nagar P.S
Ram Garh Adhibasi  Brindo Durgatsav Committee;85A, Raja S.C. Mullick Road, Kolkata 47;;Netaji Nagar P.S
Satapally Sarbajanin Durgatsav Committee;E-190, Ramgarh, Kolkata 47;;Netaji Nagar P.S
Netaji Nagar Sarbajanin Durga Puja, Org. By Netaji Nagar Nagarik Brinda ;5/85, Netaji Nagar, Kolkata 92;;Netaji Nagar P.S
Roypur Sanghati Uday Sangha;3no  Sanghati Colony   Kolkata 47;;Netaji Nagar P.S
Subhas Pally Sarbajanin Durgatsav Committee;Subhas Pally Regent Estate  Kolkata 92;;Netaji Nagar P.S
Jadavpur Vidyasagar Adhibasi Brinda ;3/82A, Vidyasagar Upanibesh , Kolkata 47;;Netaji Nagar P.S
Jagriti ;254/1 Ganguly Bagan , Naktala Road Kolkata 47;;Netaji Nagar P.S
NEW ALIPORE ASSOCIATION DURGAPUJA COMMITTEE ;Tringular Park , Block –‘H’ Xing , 109 B Block-F, New Alipur, Kolkata 53;;New Alipore PS.         
TOLLYGUNGE RABINDRA SANGHA ;27, Tollygunge Circular Rd.( Kumor Para) New Alipur, Kolkata 53;;New Alipore PS.         
NEW ALIPORE FRIENDS ASSOCIATION. ;Block-B, Near Punjab National Bank, New Alipur, Kolkata 53;;New Alipore PS.         
PORA BASTI CAMP. COMMITTEE SARBOJANIN DURGOTSAB. ;Inside Premises, 85 Chetla Row,New Alipur,  Kolkata 53.;;New Alipore PS.         
SABAR SATHI ;92A, Tollygunge Circular Rd. Block –K, New Alipur, Kolkata 53.;;New Alipore PS.         
85 (81) DURGOTSAV COMMITTEE ;38,Tollygunge Circular Rd.,  New Alipur, Kolkata 53.;;New Alipore PS.         
SAHAPUR SARBOJANIN DURGAPUJA COMMITTEE.( East ) ;Inside Sahapur Colony, Refugee  Ground, Bl-J&K, New Alipur,Kolkata 53;;New Alipore PS.         
NEW ALIPORE YOUNG MEN ASSOCIATION ;33/5/2, Block –B, New Alipore.Kolkata 53;;New Alipore PS.         
ASSOCIATION OF LICENSEES L.I.C. STAFF QUARTER.;Indide L.I.C. Staff Quarter.Block-M New Alipur, Kolkata 53;;New Alipore PS.         
NEW ALIPORE SARBOJANIN DURGOTSAB SAMITY  ;Inside Children Park at Block-P&O, New Alipur, Kolkata 53;;New Alipore PS.         
SAHAPUR COLONY COMMITTEE (West) ;Inside Sahapur Colony, Block –  J,New Alipur, Kolkata 53;;New Alipore PS.         
NEW AGRAGAMI SANGHA ;2B, Chetla Rd. Kolkata 53.Block –J,New Alipur, Kolkata 53;;New Alipore PS.         
SURUCHI  SANGHA ;505, Block-N Opposite  to New Alipore P.S.;;New Alipore PS.         
DURGAPUR YUBAK  SANDHYA ;Block –G, (Durgapur Colony) New Alipur, Kolkata 53;;New Alipore PS.         
ASSOCIATION OF LICENSEES L.I.C. STAFF QUARTER ;Inside L.I.C. Staff Quarter,6/1 Chetla Rd., New Alipur, Kolkata 53;;New Alipore PS.         
GHOSHPARA PALLY UNNAYAN SAMITI;79, Ranani Mukherjee Road, Kolkata-38;;New Alipore PS.         
SAHAPORE AGRADUT SANGHA;181/2, S.N. Roy Road, Kolkata-38;;New Alipore PS.         
SAHAPORE SUHRID SANGHA;Rajani Mukherjee Road, Kolkata-38 (Play ground);;New Alipore PS.         
BEHALA YOUNG MEN’S ASSOCIATION;P-45A, S.N.Roy Road, Kolkata-38;;New Alipore PS.         
PALLY ASAR SPORTING CLUB;7A & 11, Joy Krishna Paul Road, Kolkata-38;;New Alipore PS.         
SAHAPORE MAITREYEE SANGHA;39, Joy Krishna Paul Raod, Kolkata-38;;New Alipore PS.         
SAHAPORE TARUN SANGHA;16, Hogalbari Pathway (Sitala Tala Road), Kolkata-38;;New Alipore PS.         
SAHAPORE SANKSKRITICK SAMMILANI;32/A, Hogalbari Pathway (Sitala Tala Road), Kolkata-38;;New Alipore PS.         
SANGATHANI ;P-18, Sil Thakur Bari Road, Kolkata-38;;New Alipore PS.         
KISHALAYA SANGHA;19B, Binobha Bhabe Road, Kolkata-38;;New Alipore PS.         
SAHAPORE WELFARE ASSOCIATION;1, D.H. Road, Kolkata-53;;New Alipore PS.         
SEVA SANGHA SPORTING CLUB;P-130, S.N. Roy Road, (3, Chatterjee Colony) Kolkata-38;;New Alipore PS.         
LIC COLONY;129, S.N.Roy Road, Kolkata-38 (LIC Colony);;New Alipore PS.         
NABA SHAKTI SANGHA ;Rajani Mukherjee Road (Chaal Gali), Kolkata-38;;New Alipore PS.         
GOVT. HOUSING ESTATE, SAHAPORE;Govt. Housing Estate, Sahapore;;New Alipore PS.         
52 Pally Sadharan Sri Sri Durga Puja, ;26B, Umadas Lane & Ramhari Mistri lane.;9831314253;New-Market PS
52 Pally Sarbojanin Durgatsav,  ;137, Collin Street.;9831314253;New-Market PS
Calcutta Lather Works Union, ;13/2/B, Umadas Lane.;9831314253;New-Market PS
Janbazar Sarbajanin Sri Sri Durga Puja Committee, ;6, Gowaltoli lane, Kolkata  - 13.;9831314253;New-Market PS
New-Market 54 Pally Sarbojanin Durgatsav Committee,; 4, Berterm St. near Corporation Place;9831314253;New-Market PS
New-Market Sarbojanin Sri Sri Durga Puja Committee, ;38, Market St. & Free School St.;9831314253;New-Market PS
Sri Garak Nath Puja Samity, ;5, S. N. Banerjee Road.;9831314253;New-Market PS
Sri Sri Durga Puja Samity Swatantra Bharatiya Sangha, ;1, Rani Rashmoni Road, Kolkata  13.;9831314253;New-Market PS
